------------------||App started||09.09.2020 08:40:24||-----------------terrain generation: 8;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 179;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 4;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||09.09.2020 09:02:35||-----------------terrain generation: 55;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 11499;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 5;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||09.09.2020 09:18:18||-----------------terrain generation: 7;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 98;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 4;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||09.09.2020 09:22:22||-----------------------------------||App started||09.09.2020 09:22:22||-----------------terrain generation: 7;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 108;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 4;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||09.09.2020 09:37:27||-----------------terrain generation: 10;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 5642;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 2;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 5;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Marching Cubes; 971;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
Smoothing; 0;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
render: 3;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
------------------||App started||09.09.2020 09:46:55||-----------------terrain generation: 268;  Terrain size (X/Y/Z); 128/64/128; voxel scale: 2
